HH1,HH2,HH6,HH7,WS1,WS11,windex5,HH48
344.0,5.0,1.0,6.0,13.0,12.0,4.0,5.0
344.0,6.0,1.0,6.0,13.0,22.0,4.0,3.0
344.0,7.0,1.0,6.0,13.0,21.0,4.0,4.0
344.0,8.0,1.0,6.0,,,,
344.0,9.0,1.0,6.0,12.0,22.0,4.0,2.0
344.0,10.0,1.0,6.0,13.0,21.0,4.0,3.0
344.0,11.0,1.0,6.0,13.0,23.0,4.0,7.0
344.0,12.0,1.0,6.0,13.0,22.0,4.0,3.0
344.0,13.0,1.0,6.0,12.0,23.0,5.0,3.0
344.0,14.0,1.0,6.0,13.0,23.0,4.0,5.0
344.0,15.0,1.0,6.0,13.0,12.0,5.0,14.0
344.0,16.0,1.0,6.0,14.0,23.0,4.0,6.0
344.0,17.0,1.0,6.0,14.0,95.0,4.0,2.0
344.0,18.0,1.0,6.0,13.0,12.0,5.0,5.0
344.0,19.0,1.0,6.0,13.0,22.0,4.0,4.0
344.0,20.0,1.0,6.0,,,,
345.0,1.0,1.0,6.0,11.0,12.0,5.0,4.0
345.0,2.0,1.0,6.0,13.0,21.0,4.0,5.0
345.0,3.0,1.0,6.0,12.0,12.0,5.0,3.0
345.0,4.0,1.0,6.0,12.0,12.0,5.0,1.0
345.0,5.0,1.0,6.0,12.0,12.0,5.0,3.0
345.0,6.0,1.0,6.0,11.0,12.0,5.0,2.0
345.0,7.0,1.0,6.0,13.0,21.0,5.0,4.0
345.0,8.0,1.0,6.0,13.0,12.0,4.0,3.0
345.0,9.0,1.0,6.0,,,,
345.0,10.0,1.0,6.0,12.0,12.0,5.0,7.0
345.0,11.0,1.0,6.0,13.0,12.0,4.0,2.0
345.0,12.0,1.0,6.0,14.0,21.0,4.0,6.0
345.0,13.0,1.0,6.0,14.0,21.0,4.0,3.0
345.0,14.0,1.0,6.0,11.0,12.0,5.0,2.0
345.0,15.0,1.0,6.0,13.0,12.0,4.0,2.0
345.0,16.0,1.0,6.0,13.0,21.0,4.0,4.0
345.0,17.0,1.0,6.0,12.0,12.0,5.0,2.0
345.0,18.0,1.0,6.0,13.0,12.0,4.0,7.0
345.0,19.0,1.0,6.0,13.0,12.0,4.0,1.0
345.0,20.0,1.0,6.0,13.0,21.0,5.0,5.0
346.0,1.0,1.0,6.0,14.0,23.0,3.0,4.0
346.0,2.0,1.0,6.0,21.0,22.0,3.0,2.0
346.0,3.0,1.0,6.0,92.0,12.0,4.0,2.0
346.0,4.0,1.0,6.0,21.0,22.0,3.0,2.0
346.0,5.0,1.0,6.0,21.0,12.0,3.0,4.0
346.0,6.0,1.0,6.0,21.0,22.0,4.0,1.0
346.0,7.0,1.0,6.0,21.0,12.0,5.0,4.0
346.0,8.0,1.0,6.0,21.0,22.0,3.0,3.0
346.0,9.0,1.0,6.0,21.0,22.0,4.0,11.0
346.0,10.0,1.0,6.0,92.0,12.0,5.0,6.0
346.0,11.0,1.0,6.0,21.0,12.0,5.0,1.0
346.0,12.0,1.0,6.0,14.0,22.0,4.0,1.0
346.0,13.0,1.0,6.0,13.0,22.0,3.0,1.0
346.0,14.0,1.0,6.0,21.0,22.0,5.0,4.0
346.0,15.0,1.0,6.0,21.0,22.0,4.0,3.0
346.0,16.0,1.0,6.0,21.0,22.0,4.0,1.0
346.0,17.0,1.0,6.0,14.0,22.0,4.0,3.0
346.0,18.0,1.0,6.0,92.0,12.0,4.0,2.0
346.0,19.0,1.0,6.0,,,,
346.0,20.0,1.0,6.0,92.0,22.0,5.0,1.0
347.0,1.0,1.0,6.0,92.0,22.0,5.0,1.0
347.0,2.0,1.0,6.0,92.0,12.0,5.0,5.0
347.0,3.0,1.0,6.0,21.0,22.0,5.0,2.0
347.0,4.0,1.0,6.0,13.0,22.0,4.0,10.0
347.0,5.0,1.0,6.0,13.0,22.0,5.0,3.0
347.0,6.0,1.0,6.0,92.0,22.0,5.0,1.0
347.0,7.0,1.0,6.0,21.0,22.0,3.0,5.0
347.0,8.0,1.0,6.0,21.0,22.0,4.0,2.0
347.0,9.0,1.0,6.0,,,,
347.0,10.0,1.0,6.0,,,,
347.0,11.0,1.0,6.0,21.0,12.0,5.0,1.0
347.0,12.0,1.0,6.0,,,,
347.0,13.0,1.0,6.0,13.0,22.0,4.0,6.0
347.0,14.0,1.0,6.0,92.0,22.0,5.0,4.0
347.0,15.0,1.0,6.0,21.0,22.0,4.0,2.0
347.0,16.0,1.0,6.0,21.0,22.0,4.0,7.0
347.0,17.0,1.0,6.0,14.0,22.0,3.0,4.0
347.0,18.0,1.0,6.0,13.0,12.0,4.0,2.0
347.0,19.0,1.0,6.0,14.0,22.0,4.0,5.0
347.0,20.0,1.0,6.0,21.0,22.0,4.0,3.0
348.0,1.0,1.0,6.0,92.0,12.0,5.0,4.0
348.0,2.0,1.0,6.0,14.0,12.0,5.0,1.0
348.0,3.0,1.0,6.0,14.0,21.0,3.0,7.0
348.0,4.0,1.0,6.0,12.0,12.0,3.0,5.0
348.0,5.0,1.0,6.0,13.0,23.0,4.0,1.0
348.0,6.0,1.0,6.0,,,,
348.0,7.0,1.0,6.0,13.0,13.0,5.0,4.0
348.0,8.0,1.0,6.0,13.0,23.0,5.0,2.0
348.0,9.0,1.0,6.0,14.0,12.0,5.0,5.0
348.0,10.0,1.0,6.0,14.0,22.0,4.0,2.0
348.0,11.0,1.0,6.0,,,,
348.0,12.0,1.0,6.0,12.0,22.0,5.0,5.0
348.0,13.0,1.0,6.0,21.0,12.0,4.0,6.0
348.0,14.0,1.0,6.0,,,,
348.0,15.0,1.0,6.0,91.0,12.0,4.0,1.0
348.0,16.0,1.0,6.0,14.0,22.0,4.0,5.0
348.0,17.0,1.0,6.0,91.0,12.0,5.0,5.0
348.0,18.0,1.0,6.0,12.0,12.0,5.0,4.0
348.0,19.0,1.0,6.0,12.0,12.0,5.0,14.0
348.0,20.0,1.0,6.0,92.0,12.0,4.0,1.0
349.0,1.0,1.0,6.0,,,,
349.0,2.0,1.0,6.0,13.0,22.0,5.0,2.0
349.0,3.0,1.0,6.0,14.0,12.0,4.0,8.0
349.0,4.0,1.0,6.0,14.0,12.0,5.0,1.0
349.0,5.0,1.0,6.0,21.0,12.0,4.0,4.0
349.0,6.0,1.0,6.0,32.0,22.0,4.0,1.0
349.0,7.0,1.0,6.0,14.0,12.0,5.0,4.0
349.0,8.0,1.0,6.0,,,,
349.0,9.0,1.0,6.0,14.0,12.0,4.0,1.0
349.0,10.0,1.0,6.0,32.0,22.0,5.0,1.0
349.0,11.0,1.0,6.0,14.0,21.0,5.0,2.0
349.0,12.0,1.0,6.0,14.0,12.0,4.0,6.0
349.0,13.0,1.0,6.0,14.0,21.0,5.0,3.0
349.0,14.0,1.0,6.0,13.0,23.0,5.0,6.0
349.0,15.0,1.0,6.0,13.0,12.0,4.0,4.0
349.0,16.0,1.0,6.0,14.0,22.0,4.0,2.0
349.0,17.0,1.0,6.0,31.0,22.0,4.0,1.0
349.0,18.0,1.0,6.0,14.0,12.0,4.0,4.0
349.0,19.0,1.0,6.0,13.0,12.0,4.0,7.0
349.0,20.0,1.0,6.0,12.0,12.0,5.0,1.0
350.0,1.0,1.0,6.0,14.0,22.0,3.0,2.0
350.0,2.0,1.0,6.0,14.0,12.0,4.0,6.0
350.0,3.0,1.0,6.0,13.0,13.0,4.0,7.0
350.0,4.0,1.0,6.0,13.0,22.0,3.0,3.0
350.0,5.0,1.0,6.0,,,,
350.0,6.0,1.0,6.0,,,,
350.0,7.0,1.0,6.0,12.0,22.0,4.0,3.0
350.0,8.0,1.0,6.0,13.0,22.0,4.0,5.0
350.0,9.0,1.0,6.0,13.0,13.0,3.0,1.0
350.0,10.0,1.0,6.0,14.0,12.0,4.0,3.0
350.0,11.0,1.0,6.0,,,,
350.0,12.0,1.0,6.0,31.0,22.0,4.0,4.0
350.0,13.0,1.0,6.0,21.0,22.0,4.0,1.0
350.0,14.0,1.0,6.0,12.0,12.0,5.0,7.0
350.0,15.0,1.0,6.0,,,,
350.0,16.0,1.0,6.0,12.0,22.0,5.0,1.0
350.0,17.0,1.0,6.0,,,,
350.0,18.0,1.0,6.0,14.0,12.0,5.0,3.0
350.0,19.0,1.0,6.0,14.0,14.0,4.0,10.0
350.0,20.0,1.0,6.0,13.0,22.0,5.0,1.0
351.0,1.0,1.0,6.0,12.0,13.0,5.0,3.0
351.0,2.0,1.0,6.0,11.0,12.0,5.0,4.0
351.0,3.0,1.0,6.0,92.0,12.0,5.0,1.0
351.0,4.0,1.0,6.0,13.0,13.0,5.0,3.0
351.0,5.0,1.0,6.0,13.0,13.0,4.0,1.0
351.0,6.0,1.0,6.0,11.0,13.0,5.0,5.0
351.0,7.0,1.0,6.0,12.0,22.0,4.0,6.0
351.0,8.0,1.0,6.0,12.0,22.0,4.0,3.0
351.0,9.0,1.0,6.0,14.0,12.0,5.0,1.0
351.0,10.0,1.0,6.0,14.0,12.0,5.0,1.0
351.0,11.0,1.0,6.0,13.0,22.0,4.0,5.0
351.0,12.0,1.0,6.0,13.0,22.0,4.0,2.0
351.0,13.0,1.0,6.0,12.0,12.0,5.0,1.0
351.0,14.0,1.0,6.0,14.0,12.0,5.0,3.0
351.0,15.0,1.0,6.0,12.0,22.0,5.0,1.0
351.0,16.0,1.0,6.0,12.0,12.0,5.0,6.0
351.0,17.0,1.0,6.0,12.0,13.0,5.0,3.0
351.0,18.0,1.0,6.0,12.0,12.0,5.0,7.0
351.0,19.0,1.0,6.0,14.0,12.0,5.0,2.0
351.0,20.0,1.0,6.0,14.0,22.0,5.0,1.0
352.0,1.0,1.0,6.0,21.0,22.0,4.0,8.0
352.0,2.0,1.0,6.0,92.0,12.0,5.0,1.0
352.0,3.0,1.0,6.0,11.0,23.0,5.0,6.0
352.0,4.0,1.0,6.0,13.0,12.0,5.0,1.0
352.0,5.0,1.0,6.0,92.0,12.0,5.0,1.0
352.0,6.0,1.0,6.0,,,,
352.0,7.0,1.0,6.0,92.0,22.0,4.0,2.0
352.0,8.0,1.0,6.0,92.0,12.0,4.0,2.0
352.0,9.0,1.0,6.0,11.0,12.0,5.0,10.0
352.0,10.0,1.0,6.0,21.0,22.0,5.0,5.0
352.0,11.0,1.0,6.0,12.0,12.0,5.0,6.0
352.0,12.0,1.0,6.0,92.0,12.0,5.0,3.0
352.0,13.0,1.0,6.0,21.0,12.0,5.0,1.0
352.0,14.0,1.0,6.0,92.0,12.0,4.0,2.0
352.0,15.0,1.0,6.0,92.0,12.0,5.0,2.0
352.0,16.0,1.0,6.0,92.0,12.0,5.0,2.0
352.0,17.0,1.0,6.0,11.0,12.0,5.0,3.0
352.0,18.0,1.0,6.0,21.0,12.0,5.0,5.0
352.0,19.0,1.0,6.0,92.0,12.0,4.0,1.0
352.0,20.0,1.0,6.0,21.0,12.0,4.0,3.0
353.0,1.0,1.0,6.0,12.0,12.0,5.0,1.0
353.0,2.0,1.0,6.0,92.0,22.0,5.0,1.0
353.0,3.0,1.0,6.0,92.0,21.0,4.0,1.0
353.0,4.0,1.0,6.0,,,,
353.0,5.0,1.0,6.0,,,,
353.0,6.0,1.0,6.0,12.0,12.0,5.0,2.0
353.0,7.0,1.0,6.0,21.0,23.0,4.0,4.0
353.0,8.0,1.0,6.0,14.0,22.0,4.0,2.0
353.0,9.0,1.0,6.0,92.0,12.0,5.0,1.0
353.0,10.0,1.0,6.0,21.0,22.0,4.0,2.0
353.0,11.0,1.0,6.0,,,,
353.0,12.0,1.0,6.0,12.0,12.0,5.0,12.0
353.0,13.0,1.0,6.0,14.0,12.0,5.0,3.0
353.0,14.0,1.0,6.0,14.0,22.0,4.0,1.0
353.0,15.0,1.0,6.0,14.0,21.0,4.0,1.0
353.0,16.0,1.0,6.0,14.0,21.0,4.0,4.0
353.0,17.0,1.0,6.0,31.0,22.0,4.0,4.0
353.0,18.0,1.0,6.0,14.0,22.0,4.0,3.0
353.0,19.0,1.0,6.0,14.0,12.0,5.0,1.0
353.0,20.0,1.0,6.0,92.0,22.0,4.0,1.0
354.0,1.0,1.0,6.0,12.0,12.0,5.0,1.0
354.0,2.0,1.0,6.0,21.0,22.0,4.0,5.0
354.0,3.0,1.0,6.0,11.0,12.0,5.0,2.0
354.0,4.0,1.0,6.0,21.0,23.0,3.0,2.0
354.0,5.0,1.0,6.0,92.0,12.0,5.0,1.0
354.0,6.0,1.0,6.0,92.0,12.0,5.0,5.0
354.0,7.0,1.0,6.0,21.0,13.0,4.0,7.0
354.0,8.0,1.0,6.0,14.0,21.0,4.0,6.0
354.0,9.0,1.0,6.0,14.0,21.0,5.0,1.0
354.0,10.0,1.0,6.0,12.0,22.0,5.0,5.0
354.0,11.0,1.0,6.0,12.0,12.0,4.0,2.0
354.0,12.0,1.0,6.0,21.0,22.0,4.0,3.0
354.0,13.0,1.0,6.0,92.0,12.0,5.0,1.0
354.0,14.0,1.0,6.0,12.0,22.0,5.0,8.0
354.0,15.0,1.0,6.0,21.0,21.0,4.0,4.0
354.0,16.0,1.0,6.0,12.0,22.0,4.0,11.0
354.0,17.0,1.0,6.0,92.0,22.0,5.0,2.0
354.0,18.0,1.0,6.0,14.0,13.0,5.0,3.0
354.0,19.0,1.0,6.0,21.0,12.0,3.0,4.0
354.0,20.0,1.0,6.0,21.0,22.0,4.0,1.0
355.0,1.0,1.0,6.0,11.0,12.0,5.0,1.0
355.0,2.0,1.0,6.0,91.0,12.0,5.0,6.0
355.0,3.0,1.0,6.0,21.0,22.0,4.0,5.0
355.0,4.0,1.0,6.0,12.0,12.0,5.0,4.0
355.0,5.0,1.0,6.0,12.0,12.0,5.0,6.0
355.0,6.0,1.0,6.0,21.0,23.0,4.0,5.0
355.0,7.0,1.0,6.0,14.0,22.0,5.0,4.0
355.0,8.0,1.0,6.0,21.0,12.0,4.0,6.0
355.0,9.0,1.0,6.0,21.0,12.0,5.0,5.0
355.0,10.0,1.0,6.0,12.0,12.0,5.0,3.0
355.0,11.0,1.0,6.0,21.0,22.0,3.0,4.0
355.0,12.0,1.0,6.0,21.0,22.0,4.0,4.0
355.0,13.0,1.0,6.0,92.0,12.0,5.0,1.0
355.0,14.0,1.0,6.0,14.0,21.0,5.0,4.0
355.0,15.0,1.0,6.0,14.0,21.0,5.0,3.0
355.0,16.0,1.0,6.0,21.0,13.0,4.0,4.0
355.0,17.0,1.0,6.0,21.0,22.0,4.0,4.0
355.0,18.0,1.0,6.0,12.0,22.0,5.0,1.0
355.0,19.0,1.0,6.0,21.0,22.0,4.0,4.0
355.0,20.0,1.0,6.0,,,,
356.0,1.0,1.0,6.0,,,,
356.0,2.0,1.0,6.0,21.0,12.0,5.0,2.0
356.0,3.0,1.0,6.0,13.0,22.0,4.0,4.0
356.0,4.0,1.0,6.0,14.0,21.0,4.0,1.0
356.0,5.0,1.0,6.0,,,,
356.0,6.0,1.0,6.0,11.0,12.0,5.0,5.0
356.0,7.0,1.0,6.0,,,,
356.0,8.0,1.0,6.0,12.0,12.0,5.0,2.0
356.0,9.0,1.0,6.0,11.0,12.0,5.0,1.0
356.0,10.0,1.0,6.0,21.0,21.0,5.0,1.0
356.0,11.0,1.0,6.0,92.0,12.0,5.0,2.0
356.0,12.0,1.0,6.0,92.0,22.0,5.0,2.0
356.0,13.0,1.0,6.0,13.0,22.0,3.0,1.0
356.0,14.0,1.0,6.0,11.0,12.0,5.0,5.0
356.0,15.0,1.0,6.0,21.0,12.0,5.0,3.0
356.0,16.0,1.0,6.0,13.0,12.0,5.0,1.0
356.0,17.0,1.0,6.0,12.0,12.0,4.0,1.0
356.0,18.0,1.0,6.0,12.0,12.0,5.0,1.0
356.0,19.0,1.0,6.0,21.0,12.0,4.0,1.0
356.0,20.0,1.0,6.0,,,,
357.0,1.0,1.0,6.0,92.0,12.0,5.0,10.0
357.0,2.0,1.0,6.0,21.0,12.0,5.0,4.0
357.0,3.0,1.0,6.0,11.0,12.0,4.0,1.0
357.0,4.0,1.0,6.0,21.0,22.0,4.0,5.0
357.0,5.0,1.0,6.0,21.0,22.0,5.0,4.0
357.0,6.0,1.0,6.0,21.0,12.0,5.0,2.0
357.0,7.0,1.0,6.0,21.0,12.0,5.0,2.0
357.0,8.0,1.0,6.0,21.0,12.0,5.0,1.0
357.0,9.0,1.0,6.0,11.0,12.0,5.0,4.0
357.0,10.0,1.0,6.0,11.0,12.0,5.0,5.0
357.0,11.0,1.0,6.0,12.0,12.0,5.0,4.0
357.0,12.0,1.0,6.0,92.0,12.0,5.0,5.0
357.0,13.0,1.0,6.0,,,,
357.0,14.0,1.0,6.0,91.0,12.0,5.0,3.0
357.0,15.0,1.0,6.0,,,,
357.0,16.0,1.0,6.0,21.0,22.0,4.0,5.0
357.0,17.0,1.0,6.0,21.0,12.0,5.0,4.0
357.0,18.0,1.0,6.0,21.0,12.0,5.0,4.0
357.0,19.0,1.0,6.0,21.0,12.0,5.0,4.0
357.0,20.0,1.0,6.0,21.0,12.0,5.0,1.0
358.0,1.0,1.0,6.0,92.0,12.0,5.0,9.0
358.0,2.0,1.0,6.0,12.0,12.0,5.0,6.0
358.0,3.0,1.0,6.0,21.0,12.0,5.0,5.0
358.0,4.0,1.0,6.0,92.0,12.0,5.0,1.0
358.0,5.0,1.0,6.0,12.0,12.0,5.0,5.0
358.0,6.0,1.0,6.0,92.0,22.0,5.0,3.0
358.0,7.0,1.0,6.0,92.0,12.0,5.0,1.0
358.0,8.0,1.0,6.0,,,,
358.0,9.0,1.0,6.0,11.0,12.0,4.0,4.0
358.0,10.0,1.0,6.0,21.0,12.0,5.0,4.0
358.0,11.0,1.0,6.0,21.0,21.0,5.0,2.0
358.0,12.0,1.0,6.0,12.0,12.0,5.0,2.0
358.0,13.0,1.0,6.0,92.0,12.0,5.0,1.0
358.0,14.0,1.0,6.0,21.0,12.0,4.0,4.0
358.0,15.0,1.0,6.0,21.0,12.0,5.0,3.0
358.0,16.0,1.0,6.0,11.0,12.0,5.0,6.0
358.0,17.0,1.0,6.0,92.0,12.0,5.0,4.0
358.0,18.0,1.0,6.0,21.0,12.0,5.0,3.0
358.0,19.0,1.0,6.0,21.0,12.0,5.0,4.0
358.0,20.0,1.0,6.0,92.0,12.0,5.0,2.0
359.0,1.0,1.0,6.0,11.0,12.0,5.0,5.0
359.0,2.0,1.0,6.0,,,,
359.0,3.0,1.0,6.0,11.0,12.0,5.0,2.0
359.0,4.0,1.0,6.0,,,,
359.0,5.0,1.0,6.0,11.0,12.0,5.0,4.0
359.0,6.0,1.0,6.0,,,,
359.0,7.0,1.0,6.0,12.0,12.0,5.0,6.0
359.0,8.0,1.0,6.0,12.0,22.0,5.0,7.0
359.0,9.0,1.0,6.0,21.0,23.0,4.0,4.0
359.0,10.0,1.0,6.0,12.0,12.0,5.0,5.0
359.0,11.0,1.0,6.0,,,,
359.0,12.0,1.0,6.0,21.0,12.0,4.0,5.0
359.0,13.0,1.0,6.0,12.0,12.0,5.0,3.0
359.0,14.0,1.0,6.0,11.0,12.0,5.0,6.0
359.0,15.0,1.0,6.0,,,,
359.0,16.0,1.0,6.0,21.0,95.0,4.0,1.0
359.0,17.0,1.0,6.0,21.0,23.0,5.0,1.0
359.0,18.0,1.0,6.0,,,,
359.0,19.0,1.0,6.0,21.0,23.0,3.0,5.0
359.0,20.0,1.0,6.0,,,,
360.0,1.0,1.0,6.0,11.0,12.0,5.0,6.0
360.0,2.0,1.0,6.0,21.0,12.0,5.0,5.0
360.0,3.0,1.0,6.0,11.0,22.0,5.0,1.0
360.0,4.0,1.0,6.0,92.0,12.0,5.0,5.0
360.0,5.0,1.0,6.0,21.0,12.0,5.0,8.0
360.0,6.0,1.0,6.0,21.0,12.0,5.0,2.0
360.0,7.0,1.0,6.0,12.0,12.0,5.0,4.0
360.0,8.0,1.0,6.0,12.0,12.0,3.0,1.0
360.0,9.0,1.0,6.0,11.0,22.0,5.0,1.0
360.0,10.0,1.0,6.0,,,,
360.0,11.0,1.0,6.0,21.0,12.0,4.0,2.0
360.0,12.0,1.0,6.0,21.0,12.0,5.0,6.0
360.0,13.0,1.0,6.0,11.0,12.0,5.0,8.0
360.0,14.0,1.0,6.0,21.0,12.0,4.0,2.0
360.0,15.0,1.0,6.0,,,,
360.0,16.0,1.0,6.0,11.0,12.0,5.0,5.0
360.0,17.0,1.0,6.0,21.0,12.0,5.0,2.0
360.0,18.0,1.0,6.0,21.0,12.0,4.0,18.0
360.0,19.0,1.0,6.0,21.0,23.0,5.0,5.0
360.0,20.0,1.0,6.0,21.0,12.0,4.0,4.0
361.0,1.0,1.0,7.0,,,,
361.0,2.0,1.0,7.0,21.0,12.0,4.0,1.0
361.0,3.0,1.0,7.0,92.0,12.0,5.0,2.0
361.0,4.0,1.0,7.0,,,,
361.0,5.0,1.0,7.0,,,,
361.0,6.0,1.0,7.0,,,,
361.0,7.0,1.0,7.0,11.0,22.0,5.0,3.0
361.0,8.0,1.0,7.0,92.0,12.0,5.0,1.0
361.0,9.0,1.0,7.0,21.0,12.0,4.0,5.0
361.0,10.0,1.0,7.0,21.0,12.0,5.0,2.0
361.0,11.0,1.0,7.0,21.0,22.0,3.0,3.0
361.0,12.0,1.0,7.0,92.0,12.0,5.0,5.0
361.0,13.0,1.0,7.0,21.0,22.0,4.0,7.0
361.0,14.0,1.0,7.0,,,,
361.0,15.0,1.0,7.0,21.0,22.0,4.0,3.0
361.0,16.0,1.0,7.0,21.0,12.0,5.0,2.0
361.0,17.0,1.0,7.0,21.0,12.0,5.0,5.0
361.0,18.0,1.0,7.0,21.0,22.0,5.0,7.0
361.0,19.0,1.0,7.0,,,,
361.0,20.0,1.0,7.0,13.0,12.0,5.0,3.0
362.0,1.0,1.0,7.0,21.0,23.0,4.0,5.0
362.0,2.0,1.0,7.0,,,,
362.0,3.0,1.0,7.0,,,,
362.0,4.0,1.0,7.0,41.0,12.0,4.0,1.0
362.0,5.0,1.0,7.0,92.0,12.0,5.0,3.0
362.0,6.0,1.0,7.0,92.0,12.0,5.0,5.0
362.0,7.0,1.0,7.0,12.0,12.0,5.0,3.0
362.0,8.0,1.0,7.0,21.0,12.0,5.0,3.0
362.0,9.0,1.0,7.0,,,,
362.0,10.0,1.0,7.0,21.0,95.0,4.0,4.0
362.0,11.0,1.0,7.0,13.0,22.0,4.0,4.0
362.0,12.0,1.0,7.0,,,,
362.0,13.0,1.0,7.0,31.0,12.0,3.0,7.0
362.0,14.0,1.0,7.0,31.0,22.0,4.0,3.0
362.0,15.0,1.0,7.0,21.0,22.0,4.0,4.0
362.0,16.0,1.0,7.0,92.0,12.0,5.0,2.0
362.0,17.0,1.0,7.0,,,,
362.0,18.0,1.0,7.0,21.0,22.0,4.0,3.0
362.0,19.0,1.0,7.0,31.0,12.0,5.0,2.0
362.0,20.0,1.0,7.0,21.0,12.0,4.0,1.0
363.0,1.0,1.0,7.0,,,,
363.0,2.0,1.0,7.0,,,,
363.0,3.0,1.0,7.0,13.0,13.0,4.0,4.0
363.0,4.0,1.0,7.0,21.0,12.0,4.0,1.0
363.0,5.0,1.0,7.0,92.0,12.0,5.0,3.0
363.0,6.0,1.0,7.0,31.0,12.0,5.0,4.0
363.0,7.0,1.0,7.0,21.0,12.0,5.0,6.0
363.0,8.0,1.0,7.0,21.0,22.0,4.0,4.0
363.0,9.0,1.0,7.0,21.0,22.0,4.0,8.0
363.0,10.0,1.0,7.0,,,,
363.0,11.0,1.0,7.0,21.0,22.0,4.0,4.0
363.0,12.0,1.0,7.0,,,,
363.0,13.0,1.0,7.0,13.0,22.0,4.0,2.0
363.0,14.0,1.0,7.0,14.0,22.0,3.0,2.0
363.0,15.0,1.0,7.0,11.0,12.0,5.0,8.0
363.0,16.0,1.0,7.0,32.0,22.0,4.0,7.0
363.0,17.0,1.0,7.0,14.0,12.0,5.0,5.0
363.0,18.0,1.0,7.0,31.0,22.0,5.0,6.0
363.0,19.0,1.0,7.0,31.0,22.0,4.0,5.0
363.0,20.0,1.0,7.0,21.0,12.0,4.0,2.0
364.0,1.0,1.0,7.0,21.0,22.0,5.0,1.0
364.0,2.0,1.0,7.0,11.0,12.0,5.0,2.0
364.0,3.0,1.0,7.0,,,,
364.0,4.0,1.0,7.0,,,,
364.0,5.0,1.0,7.0,12.0,12.0,5.0,1.0
364.0,6.0,1.0,7.0,14.0,22.0,3.0,4.0
364.0,7.0,1.0,7.0,92.0,22.0,5.0,1.0
364.0,8.0,1.0,7.0,92.0,12.0,5.0,1.0
364.0,9.0,1.0,7.0,21.0,12.0,5.0,7.0
364.0,10.0,1.0,7.0,21.0,22.0,3.0,2.0
364.0,11.0,1.0,7.0,11.0,12.0,5.0,7.0
364.0,12.0,1.0,7.0,92.0,12.0,5.0,1.0
364.0,13.0,1.0,7.0,92.0,12.0,5.0,3.0
364.0,14.0,1.0,7.0,21.0,12.0,4.0,2.0
364.0,15.0,1.0,7.0,92.0,12.0,4.0,1.0
364.0,16.0,1.0,7.0,21.0,22.0,5.0,1.0
364.0,17.0,1.0,7.0,14.0,12.0,4.0,6.0
364.0,18.0,1.0,7.0,21.0,12.0,4.0,3.0
364.0,19.0,1.0,7.0,92.0,12.0,5.0,1.0
364.0,20.0,1.0,7.0,21.0,22.0,3.0,3.0
365.0,1.0,1.0,7.0,21.0,12.0,5.0,5.0
365.0,2.0,1.0,7.0,21.0,12.0,5.0,1.0
365.0,3.0,1.0,7.0,21.0,22.0,4.0,4.0
365.0,4.0,1.0,7.0,92.0,22.0,5.0,1.0
365.0,5.0,1.0,7.0,21.0,12.0,5.0,8.0
365.0,6.0,1.0,7.0,21.0,22.0,5.0,5.0
365.0,7.0,1.0,7.0,,,,
365.0,8.0,1.0,7.0,21.0,12.0,5.0,3.0
365.0,9.0,1.0,7.0,21.0,12.0,5.0,2.0
365.0,10.0,1.0,7.0,21.0,22.0,4.0,1.0
365.0,11.0,1.0,7.0,21.0,22.0,3.0,6.0
365.0,12.0,1.0,7.0,,,,
365.0,13.0,1.0,7.0,21.0,12.0,5.0,5.0
365.0,14.0,1.0,7.0,92.0,12.0,5.0,1.0
365.0,15.0,1.0,7.0,92.0,12.0,5.0,5.0
365.0,16.0,1.0,7.0,21.0,23.0,3.0,4.0
365.0,17.0,1.0,7.0,21.0,12.0,5.0,5.0
365.0,18.0,1.0,7.0,21.0,22.0,4.0,3.0
365.0,19.0,1.0,7.0,31.0,22.0,5.0,6.0
365.0,20.0,1.0,7.0,21.0,22.0,4.0,6.0
366.0,1.0,1.0,7.0,32.0,22.0,4.0,3.0
366.0,2.0,1.0,7.0,21.0,95.0,3.0,3.0
366.0,3.0,1.0,7.0,21.0,51.0,5.0,2.0
366.0,4.0,1.0,7.0,11.0,12.0,5.0,5.0
366.0,5.0,1.0,7.0,21.0,51.0,3.0,5.0
366.0,6.0,1.0,7.0,,,,
366.0,7.0,1.0,7.0,32.0,95.0,3.0,2.0
366.0,8.0,1.0,7.0,21.0,95.0,4.0,7.0
366.0,9.0,1.0,7.0,14.0,12.0,5.0,4.0
366.0,10.0,1.0,7.0,32.0,22.0,3.0,1.0
366.0,11.0,1.0,7.0,21.0,22.0,4.0,5.0
366.0,12.0,1.0,7.0,,,,
366.0,13.0,1.0,7.0,21.0,12.0,3.0,6.0
366.0,14.0,1.0,7.0,,,,
366.0,15.0,1.0,7.0,92.0,22.0,5.0,1.0
366.0,16.0,1.0,7.0,,,,
366.0,17.0,1.0,7.0,92.0,12.0,5.0,5.0
366.0,18.0,1.0,7.0,14.0,12.0,5.0,5.0
366.0,19.0,1.0,7.0,21.0,22.0,3.0,5.0
366.0,20.0,1.0,7.0,92.0,12.0,5.0,5.0
367.0,1.0,1.0,7.0,92.0,12.0,5.0,1.0
367.0,2.0,1.0,7.0,21.0,12.0,5.0,6.0
367.0,3.0,1.0,7.0,32.0,23.0,3.0,1.0
