HH1,HH2,LN,CM11
163.0,2.0,4.0,0.0
163.0,3.0,2.0,5.0
163.0,3.0,7.0,3.0
163.0,3.0,8.0,1.0
163.0,4.0,2.0,2.0
163.0,5.0,2.0,1.0
163.0,6.0,2.0,3.0
163.0,7.0,2.0,5.0
163.0,7.0,3.0,0.0
163.0,7.0,4.0,0.0
163.0,7.0,8.0,1.0
163.0,8.0,2.0,2.0
163.0,10.0,2.0,3.0
163.0,12.0,2.0,8.0
163.0,12.0,3.0,0.0
163.0,12.0,5.0,0.0
163.0,13.0,2.0,1.0
163.0,14.0,1.0,5.0
163.0,14.0,3.0,0.0
163.0,15.0,2.0,2.0
163.0,15.0,6.0,5.0
163.0,15.0,7.0,0.0
163.0,16.0,3.0,1.0
163.0,17.0,2.0,2.0
163.0,18.0,7.0,3.0
163.0,19.0,2.0,4.0
164.0,1.0,2.0,3.0
164.0,2.0,1.0,4.0
164.0,3.0,2.0,
164.0,5.0,1.0,4.0
164.0,7.0,2.0,2.0
164.0,8.0,1.0,4.0
164.0,8.0,2.0,0.0
164.0,10.0,2.0,4.0
164.0,11.0,3.0,0.0
164.0,13.0,2.0,3.0
164.0,16.0,2.0,
164.0,17.0,1.0,5.0
164.0,17.0,2.0,1.0
164.0,19.0,1.0,4.0
165.0,1.0,2.0,2.0
165.0,2.0,2.0,2.0
165.0,4.0,2.0,1.0
165.0,6.0,2.0,2.0
165.0,8.0,2.0,1.0
165.0,9.0,2.0,3.0
165.0,10.0,2.0,7.0
165.0,10.0,3.0,0.0
165.0,11.0,2.0,7.0
165.0,11.0,7.0,3.0
165.0,12.0,2.0,5.0
165.0,12.0,7.0,4.0
165.0,12.0,8.0,
165.0,13.0,2.0,2.0
165.0,17.0,3.0,0.0
165.0,19.0,1.0,2.0
165.0,20.0,2.0,10.0
166.0,2.0,4.0,1.0
166.0,3.0,5.0,0.0
166.0,4.0,2.0,3.0
166.0,7.0,2.0,2.0
166.0,8.0,2.0,7.0
166.0,10.0,2.0,3.0
166.0,11.0,3.0,2.0
166.0,13.0,7.0,0.0
166.0,15.0,2.0,
166.0,15.0,4.0,4.0
166.0,15.0,7.0,2.0
166.0,17.0,2.0,5.0
166.0,17.0,6.0,3.0
166.0,18.0,2.0,4.0
166.0,22.0,1.0,7.0
167.0,2.0,4.0,2.0
167.0,2.0,5.0,2.0
167.0,5.0,2.0,4.0
167.0,6.0,2.0,2.0
167.0,8.0,2.0,3.0
167.0,9.0,1.0,6.0
167.0,9.0,3.0,0.0
167.0,13.0,2.0,8.0
167.0,13.0,3.0,0.0
167.0,16.0,2.0,3.0
167.0,17.0,2.0,2.0
167.0,19.0,1.0,1.0
168.0,4.0,2.0,8.0
168.0,5.0,2.0,2.0
168.0,6.0,1.0,3.0
168.0,7.0,2.0,1.0
168.0,7.0,3.0,5.0
168.0,9.0,2.0,5.0
168.0,9.0,4.0,
168.0,11.0,2.0,3.0
168.0,16.0,2.0,7.0
168.0,16.0,3.0,
168.0,16.0,5.0,0.0
168.0,18.0,2.0,5.0
168.0,18.0,3.0,0.0
168.0,18.0,4.0,0.0
168.0,20.0,2.0,6.0
169.0,1.0,2.0,2.0
169.0,3.0,3.0,3.0
169.0,8.0,2.0,5.0
169.0,10.0,1.0,6.0
169.0,11.0,2.0,2.0
169.0,15.0,2.0,1.0
169.0,16.0,2.0,3.0
169.0,19.0,2.0,6.0
169.0,20.0,2.0,
170.0,1.0,2.0,3.0
170.0,2.0,2.0,5.0
170.0,4.0,2.0,4.0
170.0,6.0,2.0,5.0
170.0,7.0,3.0,0.0
170.0,7.0,7.0,0.0
170.0,9.0,5.0,2.0
170.0,10.0,2.0,2.0
170.0,11.0,2.0,1.0
170.0,15.0,1.0,4.0
170.0,15.0,2.0,0.0
170.0,16.0,2.0,3.0
170.0,17.0,1.0,1.0
170.0,17.0,3.0,0.0
170.0,18.0,2.0,4.0
170.0,20.0,2.0,5.0
170.0,20.0,7.0,5.0
171.0,3.0,2.0,3.0
171.0,5.0,1.0,2.0
171.0,6.0,1.0,6.0
171.0,7.0,2.0,1.0
171.0,10.0,2.0,4.0
171.0,11.0,2.0,0.0
171.0,12.0,2.0,1.0
171.0,13.0,1.0,1.0
171.0,13.0,3.0,0.0
171.0,14.0,3.0,4.0
171.0,15.0,1.0,5.0
171.0,15.0,2.0,1.0
171.0,15.0,3.0,1.0
171.0,15.0,4.0,0.0
171.0,16.0,2.0,2.0
171.0,18.0,1.0,0.0
171.0,18.0,2.0,0.0
171.0,19.0,2.0,0.0
171.0,20.0,1.0,1.0
172.0,1.0,4.0,0.0
172.0,2.0,2.0,6.0
172.0,3.0,2.0,4.0
172.0,5.0,2.0,5.0
172.0,5.0,3.0,1.0
172.0,6.0,2.0,10.0
172.0,7.0,2.0,0.0
172.0,8.0,2.0,2.0
172.0,8.0,3.0,0.0
172.0,9.0,2.0,3.0
172.0,10.0,2.0,5.0
172.0,10.0,4.0,1.0
172.0,11.0,2.0,1.0
172.0,12.0,3.0,0.0
172.0,12.0,4.0,0.0
172.0,13.0,2.0,6.0
172.0,13.0,5.0,0.0
172.0,13.0,9.0,2.0
172.0,14.0,3.0,0.0
172.0,18.0,1.0,3.0
172.0,19.0,2.0,0.0
172.0,19.0,8.0,0.0
172.0,20.0,2.0,4.0
173.0,1.0,2.0,6.0
173.0,1.0,3.0,0.0
173.0,2.0,2.0,4.0
173.0,3.0,2.0,0.0
173.0,4.0,1.0,1.0
173.0,5.0,3.0,3.0
173.0,5.0,8.0,
173.0,8.0,2.0,1.0
173.0,8.0,4.0,
173.0,9.0,2.0,
173.0,9.0,3.0,0.0
173.0,11.0,5.0,2.0
173.0,12.0,1.0,3.0
173.0,12.0,2.0,
173.0,15.0,3.0,0.0
173.0,16.0,2.0,4.0
173.0,16.0,3.0,1.0
173.0,18.0,2.0,8.0
173.0,18.0,7.0,2.0
173.0,19.0,2.0,3.0
174.0,4.0,2.0,1.0
174.0,5.0,2.0,4.0
174.0,5.0,7.0,1.0
174.0,6.0,2.0,2.0
174.0,9.0,2.0,1.0
174.0,9.0,3.0,0.0
174.0,9.0,6.0,1.0
174.0,10.0,2.0,5.0
174.0,11.0,2.0,3.0
174.0,13.0,1.0,0.0
174.0,14.0,1.0,5.0
174.0,19.0,3.0,6.0
174.0,20.0,2.0,5.0
175.0,1.0,2.0,
175.0,2.0,2.0,2.0
175.0,3.0,3.0,1.0
175.0,4.0,2.0,6.0
175.0,6.0,2.0,3.0
175.0,7.0,2.0,3.0
175.0,9.0,1.0,3.0
175.0,11.0,2.0,2.0
175.0,12.0,2.0,3.0
175.0,13.0,3.0,2.0
175.0,13.0,5.0,0.0
175.0,14.0,2.0,3.0
175.0,15.0,2.0,4.0
175.0,17.0,2.0,2.0
175.0,19.0,2.0,4.0
175.0,20.0,1.0,1.0
176.0,1.0,2.0,2.0
176.0,2.0,2.0,2.0
176.0,4.0,2.0,9.0
176.0,5.0,2.0,3.0
176.0,8.0,2.0,5.0
176.0,9.0,2.0,6.0
176.0,9.0,3.0,0.0
176.0,9.0,9.0,6.0
176.0,10.0,2.0,0.0
176.0,11.0,2.0,3.0
176.0,12.0,2.0,2.0
176.0,13.0,3.0,0.0
176.0,13.0,4.0,0.0
176.0,13.0,6.0,8.0
176.0,14.0,2.0,
176.0,16.0,1.0,4.0
176.0,17.0,2.0,1.0
176.0,18.0,2.0,5.0
176.0,18.0,9.0,1.0
176.0,19.0,2.0,2.0
176.0,20.0,2.0,6.0
177.0,2.0,3.0,4.0
177.0,3.0,4.0,3.0
177.0,3.0,5.0,1.0
177.0,4.0,2.0,1.0
177.0,5.0,2.0,7.0
177.0,5.0,3.0,1.0
177.0,5.0,6.0,8.0
177.0,5.0,8.0,1.0
177.0,5.0,9.0,0.0
177.0,6.0,2.0,3.0
177.0,6.0,4.0,0.0
177.0,7.0,2.0,5.0
177.0,7.0,3.0,1.0
177.0,9.0,4.0,0.0
177.0,9.0,5.0,0.0
177.0,11.0,2.0,4.0
177.0,11.0,7.0,2.0
177.0,11.0,12.0,1.0
177.0,12.0,2.0,4.0
177.0,15.0,3.0,0.0
177.0,16.0,3.0,0.0
177.0,16.0,5.0,0.0
177.0,16.0,6.0,0.0
177.0,17.0,2.0,6.0
177.0,18.0,2.0,3.0
177.0,19.0,2.0,6.0
178.0,1.0,2.0,6.0
178.0,1.0,6.0,4.0
178.0,2.0,2.0,4.0
178.0,4.0,2.0,5.0
178.0,5.0,2.0,5.0
178.0,6.0,2.0,4.0
178.0,8.0,2.0,6.0
178.0,8.0,3.0,1.0
178.0,9.0,4.0,1.0
178.0,10.0,2.0,5.0
178.0,11.0,2.0,6.0
178.0,11.0,8.0,3.0
178.0,12.0,6.0,4.0
178.0,13.0,4.0,4.0
178.0,14.0,2.0,4.0
178.0,16.0,2.0,6.0
178.0,17.0,2.0,3.0
178.0,18.0,2.0,8.0
178.0,19.0,2.0,6.0
178.0,19.0,5.0,4.0
178.0,19.0,9.0,6.0
178.0,20.0,2.0,5.0
179.0,1.0,2.0,3.0
179.0,3.0,2.0,6.0
179.0,4.0,4.0,0.0
179.0,5.0,2.0,7.0
179.0,5.0,9.0,3.0
179.0,8.0,2.0,10.0
179.0,8.0,3.0,0.0
179.0,9.0,2.0,2.0
179.0,10.0,2.0,3.0
179.0,11.0,2.0,6.0
179.0,12.0,3.0,0.0
179.0,13.0,2.0,7.0
179.0,13.0,3.0,1.0
179.0,14.0,2.0,1.0
179.0,16.0,2.0,9.0
179.0,18.0,2.0,1.0
179.0,18.0,4.0,0.0
179.0,19.0,2.0,3.0
179.0,20.0,2.0,11.0
179.0,20.0,10.0,4.0
179.0,20.0,15.0,5.0
180.0,2.0,2.0,3.0
180.0,3.0,4.0,1.0
180.0,3.0,5.0,0.0
180.0,4.0,1.0,1.0
180.0,4.0,2.0,1.0
180.0,5.0,2.0,2.0
180.0,7.0,3.0,0.0
180.0,8.0,2.0,3.0
180.0,10.0,2.0,9.0
180.0,10.0,3.0,1.0
180.0,11.0,2.0,0.0
180.0,12.0,2.0,7.0
180.0,13.0,2.0,6.0
180.0,16.0,1.0,3.0
180.0,16.0,2.0,0.0
180.0,18.0,2.0,1.0
180.0,19.0,2.0,2.0
180.0,20.0,3.0,0.0
180.0,20.0,5.0,0.0
180.0,20.0,7.0,1.0
181.0,1.0,1.0,1.0
181.0,3.0,2.0,0.0
181.0,9.0,2.0,1.0
181.0,10.0,2.0,4.0
181.0,11.0,2.0,3.0
181.0,11.0,3.0,0.0
181.0,11.0,6.0,
181.0,11.0,7.0,1.0
181.0,12.0,1.0,3.0
181.0,14.0,2.0,0.0
181.0,15.0,2.0,5.0
181.0,16.0,2.0,0.0
181.0,17.0,1.0,0.0
181.0,18.0,2.0,2.0
181.0,18.0,3.0,0.0
181.0,19.0,1.0,0.0
182.0,1.0,1.0,5.0
182.0,2.0,2.0,8.0
182.0,4.0,2.0,7.0
182.0,5.0,2.0,4.0
182.0,6.0,2.0,2.0
182.0,8.0,1.0,1.0
182.0,9.0,1.0,2.0
182.0,10.0,1.0,5.0
182.0,10.0,2.0,0.0
182.0,11.0,1.0,0.0
182.0,13.0,2.0,3.0
182.0,14.0,1.0,5.0
182.0,16.0,2.0,0.0
182.0,17.0,3.0,1.0
182.0,17.0,5.0,0.0
182.0,18.0,2.0,4.0
183.0,1.0,1.0,3.0
183.0,3.0,2.0,3.0
183.0,6.0,2.0,2.0
183.0,6.0,6.0,0.0
183.0,7.0,1.0,2.0
183.0,8.0,3.0,0.0
183.0,9.0,2.0,0.0
183.0,13.0,2.0,0.0
183.0,16.0,1.0,1.0
183.0,18.0,2.0,2.0
183.0,18.0,3.0,0.0
183.0,18.0,4.0,0.0
183.0,19.0,3.0,2.0
184.0,6.0,1.0,0.0
184.0,7.0,1.0,4.0
184.0,7.0,7.0,1.0
184.0,8.0,1.0,0.0
184.0,11.0,2.0,3.0
184.0,11.0,3.0,0.0
184.0,11.0,4.0,0.0
184.0,11.0,10.0,1.0
184.0,15.0,1.0,3.0
184.0,18.0,2.0,5.0
184.0,18.0,5.0,0.0
184.0,20.0,2.0,0.0
185.0,2.0,2.0,3.0
185.0,3.0,1.0,3.0
185.0,3.0,5.0,0.0
185.0,4.0,1.0,5.0
185.0,4.0,4.0,3.0
185.0,4.0,7.0,0.0
185.0,5.0,2.0,5.0
185.0,5.0,3.0,0.0
185.0,5.0,4.0,0.0
185.0,6.0,2.0,1.0
185.0,7.0,2.0,4.0
185.0,8.0,1.0,0.0
185.0,10.0,1.0,0.0
185.0,12.0,1.0,0.0
185.0,13.0,2.0,1.0
185.0,14.0,2.0,3.0
185.0,16.0,2.0,4.0
185.0,17.0,2.0,2.0
185.0,18.0,1.0,1.0
185.0,20.0,2.0,1.0
185.0,20.0,4.0,0.0
186.0,1.0,1.0,1.0
186.0,1.0,2.0,0.0
186.0,2.0,2.0,2.0
186.0,3.0,2.0,3.0
186.0,3.0,3.0,0.0
186.0,4.0,2.0,4.0
186.0,4.0,7.0,3.0
186.0,7.0,1.0,4.0
186.0,8.0,1.0,0.0
186.0,11.0,4.0,2.0
186.0,11.0,6.0,0.0
186.0,11.0,9.0,2.0
186.0,14.0,2.0,0.0
186.0,15.0,2.0,1.0
186.0,18.0,1.0,3.0
186.0,20.0,1.0,0.0
187.0,1.0,2.0,1.0
187.0,4.0,1.0,0.0
187.0,4.0,2.0,0.0
187.0,7.0,3.0,2.0
187.0,7.0,5.0,0.0
187.0,7.0,6.0,0.0
187.0,7.0,7.0,1.0
187.0,9.0,2.0,0.0
187.0,11.0,2.0,3.0
187.0,12.0,1.0,1.0
187.0,14.0,1.0,0.0
187.0,17.0,2.0,1.0
187.0,18.0,1.0,1.0
187.0,19.0,1.0,0.0
187.0,20.0,2.0,2.0
188.0,1.0,2.0,1.0
188.0,1.0,3.0,0.0
188.0,6.0,2.0,4.0
188.0,7.0,4.0,1.0
188.0,11.0,1.0,0.0
188.0,11.0,2.0,0.0
188.0,13.0,2.0,3.0
188.0,14.0,2.0,5.0
188.0,14.0,3.0,0.0
188.0,15.0,2.0,5.0
188.0,16.0,2.0,4.0
188.0,17.0,2.0,0.0
188.0,19.0,1.0,0.0
189.0,1.0,2.0,3.0
189.0,2.0,2.0,3.0
189.0,3.0,2.0,2.0
189.0,5.0,2.0,2.0
189.0,5.0,5.0,2.0
189.0,8.0,2.0,0.0
189.0,10.0,2.0,0.0
189.0,10.0,6.0,0.0
189.0,14.0,2.0,5.0
189.0,14.0,6.0,6.0
189.0,14.0,7.0,
189.0,14.0,8.0,0.0
189.0,16.0,2.0,
189.0,17.0,2.0,3.0
189.0,19.0,2.0,2.0
189.0,20.0,1.0,7.0
190.0,1.0,2.0,2.0
190.0,2.0,2.0,1.0
190.0,3.0,2.0,1.0
190.0,5.0,2.0,1.0
190.0,5.0,3.0,0.0
190.0,6.0,2.0,5.0
190.0,6.0,8.0,2.0
190.0,8.0,1.0,4.0
190.0,9.0,2.0,2.0
190.0,9.0,5.0,1.0
190.0,10.0,2.0,3.0
190.0,11.0,1.0,4.0
190.0,11.0,4.0,0.0
190.0,12.0,2.0,4.0
190.0,12.0,8.0,0.0
190.0,13.0,2.0,0.0
190.0,14.0,2.0,0.0
190.0,15.0,1.0,5.0
190.0,16.0,1.0,8.0
190.0,16.0,2.0,0.0
190.0,16.0,3.0,0.0
190.0,16.0,4.0,0.0
190.0,17.0,4.0,0.0
190.0,18.0,2.0,5.0
190.0,19.0,1.0,6.0
190.0,20.0,3.0,0.0
191.0,2.0,2.0,2.0
191.0,4.0,1.0,0.0
191.0,5.0,3.0,0.0
191.0,6.0,2.0,5.0
191.0,8.0,4.0,0.0
191.0,9.0,2.0,0.0
191.0,12.0,2.0,1.0
191.0,15.0,2.0,3.0
191.0,17.0,2.0,5.0
191.0,17.0,3.0,0.0
191.0,17.0,6.0,0.0
191.0,18.0,1.0,2.0
191.0,19.0,2.0,2.0
192.0,2.0,2.0,5.0
192.0,3.0,2.0,0.0
192.0,4.0,1.0,3.0
192.0,4.0,2.0,0.0
192.0,5.0,2.0,2.0
192.0,5.0,3.0,1.0
192.0,6.0,3.0,1.0
192.0,6.0,4.0,0.0
192.0,6.0,5.0,1.0
192.0,7.0,2.0,4.0
192.0,7.0,11.0,3.0
192.0,12.0,2.0,
192.0,12.0,4.0,
192.0,13.0,2.0,2.0
192.0,15.0,2.0,1.0
192.0,16.0,1.0,0.0
192.0,19.0,1.0,5.0
192.0,19.0,2.0,2.0
192.0,19.0,3.0,1.0
193.0,2.0,2.0,0.0
193.0,3.0,2.0,4.0
193.0,6.0,4.0,5.0
193.0,8.0,2.0,3.0
193.0,9.0,3.0,0.0
193.0,11.0,2.0,2.0
193.0,12.0,1.0,4.0
193.0,12.0,2.0,1.0
193.0,12.0,3.0,0.0
193.0,13.0,2.0,6.0
193.0,14.0,2.0,8.0
193.0,14.0,4.0,0.0
193.0,15.0,1.0,8.0
193.0,15.0,2.0,0.0
193.0,17.0,2.0,11.0
193.0,17.0,4.0,0.0
193.0,20.0,2.0,6.0
194.0,5.0,1.0,4.0
194.0,9.0,2.0,3.0
194.0,10.0,2.0,3.0
194.0,11.0,1.0,2.0
194.0,13.0,1.0,3.0
194.0,13.0,3.0,0.0
194.0,15.0,2.0,4.0
194.0,16.0,1.0,1.0
194.0,19.0,2.0,5.0
194.0,19.0,3.0,0.0
195.0,1.0,3.0,3.0
195.0,1.0,8.0,0.0
195.0,2.0,4.0,0.0
195.0,4.0,2.0,4.0
195.0,5.0,2.0,
195.0,6.0,2.0,6.0
195.0,7.0,3.0,1.0
195.0,10.0,2.0,1.0
195.0,11.0,2.0,0.0
195.0,12.0,2.0,4.0
195.0,13.0,1.0,5.0
195.0,14.0,2.0,4.0
195.0,17.0,2.0,0.0
195.0,20.0,4.0,0.0
195.0,20.0,6.0,0.0
196.0,4.0,3.0,1.0
196.0,5.0,2.0,8.0
196.0,6.0,2.0,7.0
196.0,6.0,3.0,4.0
196.0,6.0,4.0,0.0
196.0,7.0,2.0,7.0
196.0,7.0,6.0,7.0
196.0,10.0,2.0,4.0
196.0,11.0,3.0,1.0
196.0,12.0,2.0,6.0
196.0,12.0,3.0,0.0
196.0,13.0,2.0,5.0
196.0,15.0,4.0,3.0
196.0,20.0,2.0,5.0
197.0,1.0,2.0,5.0
197.0,3.0,2.0,7.0
197.0,6.0,3.0,0.0
197.0,6.0,4.0,
197.0,7.0,2.0,4.0
197.0,7.0,3.0,0.0
197.0,8.0,2.0,7.0
197.0,8.0,6.0,9.0
197.0,8.0,11.0,5.0
197.0,9.0,2.0,3.0
197.0,10.0,1.0,5.0
197.0,13.0,2.0,5.0
197.0,14.0,3.0,3.0
197.0,19.0,2.0,5.0
197.0,19.0,6.0,5.0
198.0,1.0,3.0,1.0
198.0,1.0,6.0,1.0
198.0,2.0,2.0,7.0
198.0,2.0,3.0,1.0
198.0,2.0,4.0,0.0
198.0,3.0,2.0,4.0
198.0,5.0,1.0,3.0
198.0,5.0,4.0,4.0
198.0,8.0,2.0,1.0
198.0,9.0,2.0,1.0
198.0,10.0,2.0,5.0
198.0,12.0,2.0,6.0
198.0,13.0,5.0,2.0
198.0,14.0,2.0,3.0
198.0,15.0,2.0,3.0
198.0,15.0,7.0,0.0
198.0,16.0,2.0,2.0
198.0,17.0,2.0,6.0
198.0,18.0,2.0,2.0
198.0,19.0,2.0,4.0
199.0,1.0,2.0,
199.0,5.0,2.0,1.0
199.0,6.0,2.0,3.0
199.0,6.0,3.0,0.0
199.0,8.0,2.0,5.0
199.0,11.0,1.0,5.0
199.0,11.0,2.0,0.0
199.0,12.0,2.0,3.0
199.0,12.0,3.0,0.0
199.0,13.0,2.0,1.0
199.0,15.0,1.0,0.0
199.0,17.0,1.0,1.0
199.0,18.0,2.0,3.0
199.0,19.0,1.0,5.0
199.0,19.0,2.0,0.0
199.0,20.0,1.0,0.0
200.0,1.0,2.0,6.0
200.0,6.0,2.0,1.0
200.0,7.0,6.0,1.0
200.0,8.0,2.0,1.0
200.0,8.0,3.0,0.0
200.0,9.0,2.0,1.0
200.0,10.0,2.0,4.0
200.0,11.0,1.0,3.0
200.0,12.0,2.0,
200.0,13.0,2.0,3.0
200.0,14.0,1.0,2.0
200.0,15.0,2.0,5.0
200.0,17.0,1.0,2.0
200.0,18.0,2.0,
200.0,20.0,2.0,1.0
201.0,2.0,1.0,0.0
201.0,6.0,2.0,7.0
201.0,8.0,2.0,4.0
201.0,10.0,,
201.0,11.0,2.0,3.0
201.0,13.0,1.0,1.0
201.0,14.0,2.0,2.0
201.0,17.0,1.0,0.0
201.0,18.0,2.0,2.0
201.0,19.0,2.0,4.0
202.0,1.0,2.0,
202.0,3.0,2.0,1.0
202.0,6.0,2.0,7.0
202.0,7.0,1.0,3.0
202.0,8.0,2.0,2.0
202.0,11.0,2.0,5.0
202.0,11.0,3.0,0.0
202.0,14.0,2.0,2.0
202.0,20.0,2.0,3.0
203.0,2.0,3.0,4.0
203.0,3.0,1.0,4.0
203.0,5.0,2.0,7.0
203.0,6.0,3.0,
203.0,7.0,2.0,4.0
203.0,8.0,2.0,5.0
203.0,9.0,2.0,5.0
203.0,12.0,2.0,0.0
203.0,13.0,2.0,3.0
203.0,19.0,3.0,2.0
204.0,2.0,2.0,0.0
204.0,3.0,1.0,4.0
204.0,4.0,3.0,0.0
204.0,6.0,1.0,2.0
204.0,8.0,3.0,1.0
204.0,8.0,4.0,0.0
204.0,9.0,2.0,2.0
204.0,12.0,1.0,1.0
204.0,16.0,3.0,3.0
205.0,4.0,3.0,0.0
205.0,9.0,4.0,0.0
205.0,10.0,3.0,0.0
205.0,13.0,2.0,0.0
205.0,16.0,3.0,1.0
205.0,17.0,1.0,3.0
205.0,19.0,2.0,5.0
205.0,20.0,2.0,3.0
205.0,20.0,3.0,0.0
205.0,20.0,4.0,0.0
206.0,2.0,1.0,6.0
206.0,2.0,2.0,0.0
206.0,3.0,2.0,6.0
206.0,3.0,3.0,2.0
206.0,4.0,1.0,9.0
206.0,6.0,2.0,5.0
206.0,8.0,2.0,2.0
206.0,9.0,4.0,0.0
206.0,10.0,1.0,2.0
206.0,11.0,2.0,2.0
206.0,11.0,7.0,0.0
206.0,17.0,2.0,6.0
206.0,18.0,2.0,3.0
207.0,1.0,2.0,4.0
207.0,1.0,4.0,6.0
207.0,3.0,2.0,1.0
207.0,4.0,2.0,1.0
207.0,4.0,4.0,0.0
207.0,5.0,3.0,
207.0,6.0,2.0,5.0
207.0,6.0,6.0,0.0
207.0,7.0,2.0,3.0
207.0,8.0,1.0,3.0
207.0,9.0,2.0,5.0
207.0,11.0,2.0,3.0
207.0,12.0,2.0,3.0
207.0,14.0,1.0,3.0
207.0,16.0,1.0,5.0
207.0,17.0,2.0,5.0
207.0,18.0,2.0,2.0
207.0,19.0,3.0,0.0
208.0,1.0,4.0,0.0
208.0,1.0,7.0,
208.0,1.0,11.0,1.0
208.0,2.0,6.0,
208.0,3.0,2.0,3.0
208.0,3.0,6.0,4.0
208.0,4.0,2.0,3.0
208.0,5.0,2.0,5.0
208.0,7.0,2.0,2.0
208.0,12.0,2.0,2.0
208.0,15.0,6.0,5.0
208.0,16.0,5.0,0.0
208.0,18.0,2.0,7.0
208.0,19.0,4.0,0.0
208.0,20.0,2.0,6.0
209.0,2.0,2.0,4.0
209.0,2.0,3.0,0.0
209.0,2.0,6.0,0.0
209.0,3.0,2.0,3.0
209.0,6.0,2.0,4.0
209.0,7.0,,
209.0,7.0,2.0,8.0
209.0,7.0,4.0,0.0
209.0,9.0,2.0,7.0
209.0,9.0,3.0,0.0
209.0,11.0,2.0,5.0
209.0,11.0,7.0,2.0
209.0,13.0,3.0,0.0
209.0,13.0,4.0,
209.0,13.0,6.0,
209.0,13.0,7.0,
209.0,13.0,8.0,
209.0,13.0,11.0,1.0
209.0,14.0,2.0,1.0
209.0,15.0,3.0,1.0
209.0,16.0,2.0,5.0
209.0,19.0,2.0,6.0
210.0,2.0,1.0,4.0
210.0,3.0,2.0,0.0
210.0,6.0,17.0,1.0
210.0,7.0,,
210.0,7.0,2.0,5.0
210.0,9.0,2.0,0.0
210.0,10.0,2.0,0.0
210.0,10.0,3.0,
210.0,11.0,2.0,4.0
210.0,11.0,8.0,2.0
210.0,12.0,,
210.0,12.0,2.0,8.0
210.0,13.0,2.0,3.0
210.0,14.0,2.0,5.0
210.0,18.0,2.0,9.0
210.0,20.0,2.0,
211.0,2.0,2.0,
211.0,3.0,3.0,2.0
211.0,4.0,2.0,2.0
211.0,5.0,2.0,3.0
211.0,6.0,2.0,1.0
211.0,6.0,3.0,0.0
211.0,6.0,4.0,0.0
211.0,6.0,5.0,2.0
211.0,7.0,2.0,5.0
211.0,8.0,2.0,1.0
211.0,9.0,2.0,3.0
211.0,11.0,2.0,5.0
211.0,11.0,8.0,1.0
211.0,12.0,2.0,1.0
211.0,15.0,,
211.0,15.0,2.0,0.0
211.0,17.0,2.0,2.0
211.0,17.0,5.0,1.0
211.0,19.0,2.0,3.0
211.0,20.0,2.0,1.0
211.0,20.0,3.0,0.0
212.0,3.0,2.0,3.0
212.0,4.0,2.0,4.0
212.0,5.0,2.0,2.0
212.0,6.0,1.0,4.0
212.0,6.0,2.0,0.0
212.0,7.0,2.0,4.0
212.0,7.0,7.0,
212.0,7.0,8.0,2.0
212.0,8.0,2.0,2.0
212.0,8.0,7.0,1.0
212.0,8.0,11.0,0.0
212.0,9.0,2.0,1.0
212.0,10.0,2.0,1.0
212.0,11.0,3.0,
212.0,11.0,4.0,0.0
212.0,12.0,2.0,7.0
212.0,12.0,3.0,0.0
212.0,12.0,9.0,7.0
212.0,12.0,15.0,4.0
212.0,13.0,10.0,0.0
212.0,13.0,13.0,2.0
212.0,14.0,5.0,2.0
212.0,16.0,3.0,6.0
212.0,16.0,4.0,0.0
212.0,16.0,7.0,0.0
212.0,16.0,8.0,0.0
212.0,17.0,2.0,4.0
212.0,18.0,4.0,0.0
212.0,19.0,2.0,2.0
212.0,20.0,2.0,2.0
213.0,1.0,2.0,6.0
213.0,2.0,1.0,0.0
213.0,3.0,2.0,1.0
213.0,6.0,2.0,3.0
213.0,7.0,3.0,
213.0,7.0,5.0,
213.0,8.0,2.0,2.0
213.0,8.0,4.0,
213.0,9.0,2.0,2.0
213.0,10.0,2.0,6.0
213.0,10.0,3.0,4.0
213.0,11.0,3.0,7.0
213.0,12.0,2.0,1.0
213.0,12.0,3.0,1.0
213.0,15.0,2.0,3.0
213.0,20.0,2.0,5.0
214.0,3.0,1.0,3.0
214.0,4.0,2.0,2.0
214.0,5.0,2.0,4.0
214.0,7.0,2.0,4.0
214.0,8.0,8.0,6.0
214.0,9.0,2.0,6.0
214.0,9.0,3.0,
214.0,9.0,5.0,0.0
214.0,9.0,6.0,0.0
214.0,10.0,2.0,3.0
214.0,10.0,3.0,2.0
214.0,11.0,2.0,2.0
214.0,11.0,3.0,0.0
214.0,12.0,2.0,3.0
214.0,13.0,2.0,1.0
214.0,15.0,1.0,4.0
214.0,16.0,2.0,2.0
214.0,17.0,2.0,2.0
214.0,18.0,1.0,0.0
214.0,19.0,2.0,1.0
214.0,20.0,2.0,3.0
215.0,1.0,2.0,8.0
215.0,3.0,2.0,4.0
215.0,4.0,2.0,3.0
215.0,7.0,11.0,1.0
215.0,9.0,2.0,3.0
215.0,11.0,4.0,3.0
215.0,12.0,1.0,5.0
215.0,13.0,2.0,
215.0,17.0,2.0,4.0
215.0,18.0,1.0,0.0
216.0,2.0,2.0,6.0
216.0,3.0,2.0,2.0
216.0,5.0,2.0,
216.0,6.0,2.0,2.0
216.0,7.0,2.0,4.0
216.0,8.0,1.0,6.0
216.0,9.0,2.0,5.0
216.0,10.0,3.0,0.0
216.0,10.0,9.0,0.0
216.0,10.0,12.0,1.0
