HH1,HH2,LN,CM11
408.0,13.0,2.0,5.0
408.0,13.0,3.0,0.0
408.0,13.0,5.0,1.0
408.0,14.0,2.0,3.0
408.0,15.0,2.0,1.0
408.0,17.0,2.0,2.0
408.0,17.0,7.0,0.0
408.0,18.0,2.0,4.0
408.0,19.0,1.0,5.0
408.0,20.0,1.0,3.0
409.0,2.0,3.0,0.0
409.0,2.0,4.0,0.0
409.0,3.0,2.0,2.0
409.0,4.0,2.0,3.0
409.0,4.0,5.0,0.0
409.0,5.0,2.0,2.0
409.0,5.0,7.0,0.0
409.0,5.0,8.0,0.0
409.0,5.0,9.0,0.0
409.0,6.0,2.0,2.0
409.0,7.0,2.0,3.0
409.0,8.0,1.0,2.0
409.0,8.0,3.0,0.0
409.0,9.0,2.0,1.0
409.0,10.0,3.0,0.0
409.0,11.0,2.0,1.0
409.0,13.0,2.0,1.0
409.0,15.0,2.0,3.0
409.0,16.0,2.0,5.0
409.0,18.0,2.0,1.0
409.0,19.0,2.0,2.0
409.0,20.0,1.0,1.0
410.0,1.0,2.0,2.0
410.0,1.0,3.0,0.0
410.0,2.0,1.0,3.0
410.0,3.0,2.0,2.0
410.0,3.0,5.0,0.0
410.0,4.0,1.0,2.0
410.0,5.0,,
410.0,5.0,1.0,2.0
410.0,6.0,3.0,3.0
410.0,8.0,2.0,2.0
410.0,9.0,2.0,3.0
410.0,10.0,2.0,3.0
410.0,12.0,2.0,2.0
410.0,15.0,2.0,0.0
410.0,15.0,3.0,0.0
410.0,16.0,2.0,4.0
410.0,16.0,8.0,2.0
410.0,16.0,9.0,1.0
410.0,17.0,2.0,1.0
410.0,18.0,1.0,1.0
410.0,19.0,4.0,3.0
410.0,20.0,2.0,1.0
411.0,3.0,2.0,5.0
411.0,4.0,2.0,4.0
411.0,5.0,2.0,1.0
411.0,6.0,2.0,1.0
411.0,7.0,2.0,3.0
411.0,8.0,2.0,4.0
411.0,11.0,1.0,1.0
411.0,12.0,2.0,2.0
411.0,12.0,3.0,
411.0,14.0,1.0,2.0
411.0,16.0,2.0,2.0
411.0,17.0,2.0,1.0
411.0,18.0,4.0,1.0
411.0,19.0,2.0,5.0
412.0,1.0,2.0,1.0
412.0,2.0,2.0,1.0
412.0,2.0,5.0,0.0
412.0,2.0,6.0,0.0
412.0,4.0,1.0,1.0
412.0,5.0,2.0,3.0
412.0,7.0,2.0,
412.0,8.0,2.0,5.0
412.0,8.0,3.0,0.0
412.0,9.0,1.0,1.0
412.0,10.0,2.0,3.0
412.0,11.0,3.0,0.0
412.0,12.0,1.0,0.0
412.0,13.0,3.0,0.0
412.0,15.0,1.0,3.0
412.0,16.0,2.0,1.0
412.0,18.0,2.0,10.0
412.0,18.0,10.0,0.0
412.0,18.0,11.0,
412.0,20.0,1.0,4.0
412.0,20.0,2.0,0.0
412.0,20.0,5.0,0.0
413.0,1.0,2.0,4.0
413.0,2.0,2.0,2.0
413.0,3.0,2.0,3.0
413.0,3.0,3.0,0.0
413.0,4.0,2.0,4.0
413.0,6.0,2.0,1.0
413.0,7.0,1.0,2.0
413.0,9.0,2.0,0.0
413.0,10.0,2.0,3.0
413.0,11.0,1.0,0.0
413.0,11.0,3.0,0.0
413.0,12.0,2.0,4.0
413.0,12.0,3.0,0.0
413.0,13.0,2.0,3.0
413.0,13.0,3.0,0.0
413.0,14.0,3.0,1.0
413.0,15.0,1.0,5.0
413.0,18.0,1.0,0.0
413.0,19.0,2.0,3.0
413.0,20.0,2.0,5.0
413.0,20.0,3.0,1.0
414.0,1.0,1.0,0.0
414.0,2.0,4.0,1.0
414.0,3.0,2.0,6.0
414.0,3.0,3.0,0.0
414.0,3.0,4.0,0.0
414.0,4.0,5.0,0.0
414.0,5.0,2.0,3.0
414.0,6.0,2.0,0.0
414.0,6.0,3.0,
414.0,6.0,4.0,0.0
414.0,7.0,2.0,3.0
414.0,10.0,5.0,0.0
414.0,10.0,6.0,
414.0,11.0,4.0,0.0
414.0,11.0,5.0,0.0
414.0,12.0,1.0,1.0
414.0,12.0,2.0,0.0
414.0,15.0,3.0,1.0
414.0,16.0,1.0,5.0
414.0,17.0,2.0,4.0
414.0,18.0,2.0,2.0
414.0,18.0,5.0,0.0
414.0,20.0,2.0,2.0
415.0,1.0,2.0,1.0
415.0,4.0,2.0,6.0
415.0,5.0,2.0,8.0
415.0,6.0,2.0,4.0
415.0,9.0,2.0,5.0
415.0,11.0,2.0,4.0
415.0,11.0,3.0,0.0
415.0,12.0,2.0,4.0
415.0,13.0,1.0,5.0
415.0,13.0,3.0,0.0
415.0,13.0,4.0,0.0
415.0,14.0,2.0,4.0
415.0,14.0,3.0,0.0
415.0,15.0,2.0,0.0
415.0,16.0,2.0,4.0
415.0,19.0,2.0,0.0
416.0,1.0,4.0,0.0
416.0,2.0,3.0,0.0
416.0,2.0,6.0,0.0
416.0,3.0,2.0,0.0
416.0,5.0,2.0,0.0
416.0,6.0,2.0,2.0
416.0,7.0,2.0,2.0
416.0,8.0,1.0,1.0
416.0,8.0,2.0,0.0
416.0,8.0,3.0,0.0
416.0,9.0,1.0,6.0
416.0,13.0,2.0,0.0
416.0,14.0,2.0,5.0
416.0,15.0,2.0,1.0
416.0,16.0,2.0,2.0
416.0,19.0,2.0,2.0
416.0,19.0,8.0,0.0
417.0,1.0,2.0,2.0
417.0,1.0,3.0,
417.0,1.0,5.0,0.0
417.0,1.0,6.0,
417.0,3.0,3.0,3.0
417.0,3.0,4.0,
417.0,4.0,1.0,1.0
417.0,6.0,3.0,1.0
417.0,10.0,1.0,1.0
417.0,15.0,2.0,5.0
417.0,16.0,1.0,1.0
417.0,17.0,2.0,3.0
417.0,17.0,3.0,0.0
417.0,20.0,3.0,
418.0,2.0,4.0,2.0
418.0,2.0,11.0,
418.0,3.0,2.0,6.0
418.0,5.0,1.0,0.0
418.0,8.0,1.0,2.0
418.0,8.0,2.0,0.0
418.0,9.0,2.0,2.0
418.0,11.0,1.0,3.0
418.0,12.0,1.0,1.0
418.0,13.0,2.0,0.0
418.0,14.0,1.0,0.0
418.0,15.0,1.0,1.0
418.0,15.0,4.0,0.0
418.0,16.0,2.0,2.0
418.0,17.0,2.0,2.0
418.0,18.0,2.0,2.0
418.0,18.0,4.0,0.0
418.0,19.0,2.0,1.0
418.0,20.0,2.0,3.0
419.0,1.0,2.0,0.0
419.0,2.0,2.0,1.0
419.0,4.0,2.0,2.0
419.0,5.0,2.0,1.0
419.0,6.0,2.0,6.0
419.0,7.0,1.0,4.0
419.0,7.0,2.0,3.0
419.0,7.0,6.0,
419.0,9.0,2.0,1.0
419.0,10.0,2.0,1.0
419.0,11.0,2.0,2.0
419.0,14.0,1.0,0.0
419.0,17.0,2.0,3.0
419.0,18.0,2.0,2.0
419.0,19.0,2.0,2.0
419.0,19.0,3.0,0.0
419.0,19.0,4.0,0.0
419.0,20.0,2.0,1.0
419.0,20.0,3.0,0.0
420.0,1.0,2.0,2.0
420.0,2.0,2.0,5.0
420.0,3.0,2.0,2.0
420.0,3.0,5.0,0.0
420.0,4.0,2.0,5.0
420.0,4.0,8.0,3.0
420.0,5.0,1.0,0.0
420.0,5.0,6.0,0.0
420.0,6.0,2.0,1.0
420.0,7.0,2.0,1.0
420.0,7.0,4.0,
420.0,8.0,2.0,
420.0,8.0,3.0,0.0
420.0,10.0,1.0,1.0
420.0,12.0,1.0,1.0
420.0,13.0,1.0,1.0
420.0,14.0,2.0,4.0
420.0,14.0,3.0,0.0
420.0,14.0,4.0,0.0
420.0,15.0,2.0,2.0
420.0,16.0,2.0,4.0
420.0,16.0,6.0,0.0
420.0,17.0,1.0,1.0
420.0,19.0,2.0,6.0
420.0,20.0,2.0,5.0
420.0,20.0,3.0,0.0
